ds,ID,y
2020-12-01,231,1137.849976
2020-12-02,232,1140.900024
2020-12-03,233,1126.449951
2020-12-04,234,1134.650024
2020-12-07,235,1143.5
2020-12-08,236,1153.349976
2020-12-09,237,1175.199951
2020-12-10,238,1167.75
2020-12-11,239,1163.199951
2020-12-14,240,1164.550049
2020-12-15,241,1154.599976
2020-12-16,242,1165.699951
2020-12-17,243,1159.199951
2020-12-18,244,1189.800049
2020-12-21,245,1177.300049
2020-12-22,246,1220.5
2020-12-23,247,1253.050049
2020-12-24,248,1236.050049
2020-12-28,249,1240.300049
2020-12-29,250,1250.800049
